Year,Country,Code,"Air pollution (total) (deaths per 100,000)","Indoor air pollution (deaths per 100,000)","Outdoor particulate matter (deaths per 100,000)","Outdoor ozone pollution (deaths per 100,000)"
2015,Serbia,SRB,68.17432544,24.65374204,41.42772016,2.876787277
2016,Serbia,SRB,63.98877438,23.75708211,38.18777875,2.781758744
2015,Seychelles,SYC,43.19669307,4.423784242,38.32154401,0.570995526
2016,Seychelles,SYC,43.12389498,3.96850345,38.71247671,0.561648531
2015,Sierra Leone,SLE,156.9118729,138.35466100000002,17.29943443,2.263931295
2016,Sierra Leone,SLE,152.90371499999998,135.2200111,16.39909642,2.301940844
2015,Singapore,SGP,21.70642761,0.041458397,21.06079462,0.7639883759999999
2016,Singapore,SGP,19.93263582,0.038372382999999996,19.28639988,0.7602988279999999
2015,Slovakia,SVK,38.51551686,1.7925318590000001,35.39315245,1.671183131
2016,Slovakia,SVK,35.807067700000005,1.7464969380000002,32.77760614,1.5976835059999999
2015,Slovenia,SVN,20.81567125,1.7056260090000002,17.73689151,1.712707645
2016,Slovenia,SVN,19.73811084,1.633650452,16.74723534,1.678591837
2015,Solomon Islands,SLB,192.3212578,173.1170492,19.14370387,0.097288098
2016,Solomon Islands,SLB,189.48150090000001,171.2595021,18.14563193,0.12216651
2015,Somalia,SOM,171.5331154,153.6960696,17.04660124,1.566524002
2016,Somalia,SOM,168.2403639,150.1141755,17.31669577,1.591861636
2015,South Africa,ZAF,65.65698201,14.79739455,48.54142419,3.093138378
2016,South Africa,ZAF,63.01018396,13.32702422,47.34459605,3.0979383289999998
2015,South Asia,,133.26788829999998,58.06244266,65.97549385,15.83661524
2016,South Asia,,131.2674077,55.66494431,66.25083378,15.89891295
2015,South Korea,KOR,23.47566902,0.016493103000000002,21.93546854,2.0024961869999998
2016,South Korea,KOR,21.88470835,0.015850735,20.32948503,1.994571766
2015,South Sudan,SSD,160.89468490000002,133.4676011,25.63470968,3.480300834
2016,South Sudan,SSD,159.05513269999997,132.6969811,24.54764638,3.487405505
2015,Southeast Asia,,70.94207137,38.25719321,30.74806775,2.784119431
2016,Southeast Asia,,68.5221598,36.76593727,29.79277701,2.79543262
2015,"Southeast Asia, East Asia, and Oceania",,77.77720553,23.84754697,47.57583594,9.603736057
2016,"Southeast Asia, East Asia, and Oceania",,74.51444725,23.20937795,44.92384860000001,9.480824774
2015,Southern Latin America,,29.93540619,2.604863033,26.12170498,1.4768386409999998
2016,Southern Latin America,,28.83165525,2.495345097,25.07220222,1.5307339480000002
2015,Southern Sub-Saharan Africa,,77.87242031,29.98239854,45.40722788,3.4117726260000003
2016,Southern Sub-Saharan Africa,,74.84209993,28.03792653,44.31381936,3.395232098
2015,Spain,ESP,15.97984597,0.48972201,12.94165447,2.987383868
2016,Spain,ESP,14.77649647,0.4649402,11.83727324,2.8766335689999996
2015,Sri Lanka,LKA,52.56859712,26.42805171,25.74590762,0.554400993
2016,Sri Lanka,LKA,43.27222555,26.90391935,15.92908642,0.57637357
2015,Sub-Saharan Africa,,107.5949632,76.47238547,29.53553909,2.655769874
2016,Sub-Saharan Africa,,105.32924950000002,74.49524721,29.22642672,2.6723832240000003
2015,Sudan,SDN,100.5511488,57.00683018,42.092788299999995,2.354490054
2016,Sudan,SDN,97.36845987,55.30052004,40.58802662,2.3742404219999997
2015,Suriname,SUR,50.61099977,12.32783823,37.86042618,0.559737676
2016,Suriname,SUR,50.09759589,11.99336014,37.66496751,0.578676238
2015,Swaziland,SWZ,118.5414647,72.64333885,41.86738749,5.527406823
2016,Swaziland,SWZ,111.55053170000001,67.77632693,39.855044799999995,5.325946863
2015,Sweden,SWE,9.850026623,0.200319592,8.477784604,1.286248608
2016,Sweden,SWE,9.280194026,0.18138297,7.913134284,1.29426122
2015,Switzerland,CHE,12.91571029,0.20730641100000002,11.14980039,1.8406167469999999
2016,Switzerland,CHE,11.98038264,0.20006790300000002,10.27357704,1.7651448369999998
2015,Syria,SYR,65.14243342,0.119973232,62.968819499999995,2.847088615
2016,Syria,SYR,64.84131305,0.10277748099999999,62.66722107,2.866401355
2015,Taiwan,TWN,33.33393616,1.728584921,28.73069847,3.74414121
2016,Taiwan,TWN,32.79977621,1.6998042690000001,28.17916452,3.765018047
2015,Tajikistan,TJK,95.99474022,40.33762634,53.66164512,2.984808396
2016,Tajikistan,TJK,94.42678375,41.27034281,51.18729445,2.910269398
2015,Tanzania,TZA,99.14784636,82.21167855,16.10476342,1.4497454630000002
2016,Tanzania,TZA,97.66813763,80.28697317,16.52375383,1.4836916519999999
2015,Thailand,THA,33.32841119,7.82472787,24.86486705,0.855874338
2016,Thailand,THA,33.06040556,7.307369917000001,25.10817068,0.857751004
2015,Timor,TLS,98.66891365,78.87969427,18.76747911,1.614295161
2016,Timor,TLS,98.08025266,78.45134361,18.52237446,1.74044682
2015,Togo,TGO,121.1530676,94.87615827,24.97662003,2.2870372430000003
2016,Togo,TGO,118.15604540000001,92.30634939,24.5277518,2.309815186
2015,Tonga,TON,74.71951607,49.69489867,25.02375753,0.001110522
2016,Tonga,TON,72.44547196,47.8147203,24.62976306,0.00125281
2015,Trinidad and Tobago,TTO,50.63031185,0.881751191,49.39152053,0.45887967799999996
2016,Trinidad and Tobago,TTO,51.57747792,0.895098272,50.30691197,0.480884782
2015,Tropical Latin America,,31.81900682,6.8732220260000005,23.25077785,2.059371465
2016,Tropical Latin America,,30.62738308,6.467518797,22.42530029,2.086744939
2015,Tunisia,TUN,51.90425752,0.264840401,49.55824186,2.816595697
2016,Tunisia,TUN,52.41809757,0.217244945,50.1323326,2.8172501260000002
2015,Turkey,TUR,49.71332455,0.54994702,45.75067482,4.774716201
2016,Turkey,TUR,47.88127322,0.461408389,44.10186754,4.627937271
2015,Turkmenistan,TKM,69.73456131,0.49839169299999997,68.06780718,1.4787051830000002
2016,Turkmenistan,TKM,67.35602462,0.47499563100000003,65.69985814,1.4836337769999999
2015,Uganda,UGA,97.84641549,73.90369059999999,22.61606543,2.401678762
2016,Uganda,UGA,95.53886794,70.77299670000001,23.43131339,2.412387669
2015,Ukraine,UKR,71.01454379,5.562318677,64.25415941,1.5195453030000001
2016,Ukraine,UKR,67.76833735,5.235080003,61.36455715,1.475139015
2015,United Arab Emirates,ARE,79.41727038,0.32865383800000003,75.21592008,5.34861995
2016,United Arab Emirates,ARE,78.10633234,0.307852437,73.93151785,5.320663702
2015,United Kingdom,GBR,18.24392724,0.268776901,16.50907917,1.720378499
2016,United Kingdom,GBR,17.89133734,0.259137335,16.14594918,1.738131251
2015,United States,USA,19.95171479,0.092758726,16.232599599999997,4.115664936
2016,United States,USA,18.80566618,0.09075568199999999,15.04178809,4.12264915
2015,United States Virgin Islands,VIR,31.03257096,1.2891253120000001,29.50363568,0.282169417
2016,United States Virgin Islands,VIR,29.45861699,1.249902882,27.961916700000003,0.28795735100000003
2015,Uruguay,URY,20.83183756,1.393412259,18.18633683,1.452046164
2016,Uruguay,URY,20.22684298,1.3257937929999999,17.61275859,1.4881647180000002
2015,Uzbekistan,UZB,111.07197690000001,26.22017683,83.21856534,2.1902564630000003
2016,Uzbekistan,UZB,105.8142264,25.43410745,78.72498991,2.191593067
2015,Vanuatu,VUT,142.7623491,123.39675940000001,19.03876134,0.492735207
2016,Vanuatu,VUT,141.00514569999999,122.0248169,18.64310071,0.504589838
2015,Venezuela,VEN,37.42538625,0.545126357,35.63568401,1.5400515730000002
2016,Venezuela,VEN,34.43032899,0.502325935,32.73274013,1.464169377
2015,Vietnam,VNM,63.13581276,27.90767324,33.39513215,2.6138886169999997
2016,Vietnam,VNM,61.47304851,27.06441307,32.54695136,2.625100525
2015,Wales,,18.85680801,0.430961958,16.86580518,1.8169711419999999
2016,Wales,,18.50508725,0.42188711700000003,16.498393300000004,1.839628414
2015,Western Europe,,17.56046948,0.258214995,15.58099153,2.058737801
2016,Western Europe,,16.72328264,0.249305616,14.76330347,2.029636525
2015,Western Sub-Saharan Africa,,107.1461804,73.50103377,32.44859013,2.0896715809999997
2016,Western Sub-Saharan Africa,,105.5573771,72.46462558,31.86808323,2.122338323
2015,World,OWID_WRL,67.08150265,23.45182105,39.493978600000005,6.214319184
2016,World,OWID_WRL,65.15078460000001,22.76301741,38.20370082,6.217144234
2015,Yemen,YEM,99.42398859,39.71399153,57.7214744,2.991879225
2016,Yemen,YEM,97.02468238,38.22485605,56.74379356,3.04967102
2015,Zambia,ZMB,102.5166264,78.07381755,21.95559615,4.056559148
2016,Zambia,ZMB,100.566474,76.53772548,21.53492086,4.043370452
2015,Zimbabwe,ZWE,132.75255320000002,104.34050570000001,25.71541516,4.200906679
2016,Zimbabwe,ZWE,128.69213770000002,100.392287,25.64356953,4.117173407
